label,data
id,"<button type=""button"" class=""btn btn-light btn-ripple"" id=""btn-light-theme"">Light Theme</button>"
id,"<button type=""button"" class=""btn btn-dark btn-ripple"" id=""btn-dark-theme"">Dark Theme</button>"
id,"<button type=""button"" class=""btn btn-link btn-ripple"" id=""btn-home"">Home</button>"
id,"<button type=""button"" class=""btn btn-primary btn-ripple"" id=""btn-search"">Search</button>"
id,"<button type=""button"" class=""btn btn-secondary btn-ripple"" id=""btn-filter"">Filter</button>"
id,"<button type=""button"" class=""btn btn-success btn-ripple"" id=""btn-download"">Download</button>"
id,"<button type=""button"" class=""btn btn-danger btn-ripple"" id=""btn-upload"">Upload</button>"
id,"<button type=""button"" class=""btn btn-warning btn-ripple"" id=""btn-warning-action"">Warning Action</button>"
id,"<button type=""button"" class=""btn btn-info btn-ripple"" id=""btn-help"">Help</button>"
id,"<button type=""button"" class=""btn btn-light btn-ripple"" id=""btn-reset"">Reset</button>"
id,"<button type=""button"" class=""btn btn-dark btn-ripple"" id=""btn-dark-mode-toggle"">Toggle Dark Mode</button>"
id,"<button type=""button"" class=""btn btn-link btn-ripple"" id=""btn-settings"">Settings</button>"
id,"<button type=""button"" class=""btn btn-primary btn-ripple"" id=""btn-submit-form"">Submit Form</button>"
id,"<button type=""button"" class=""btn btn-secondary btn-ripple"" id=""btn-close"">Close</button>"
id,"<button type=""button"" class=""btn btn-success btn-ripple"" id=""btn-save-changes"">Save Changes</button>"
id,"<button type=""button"" class=""btn btn-danger btn-ripple"" id=""btn-cancel-action"">Cancel Action</button>"
id,"<button type=""button"" class=""btn btn-warning btn-ripple"" id=""btn-warning-notice"">Warning Notice</button>"
id,"<button type=""button"" class=""btn btn-info btn-ripple"" id=""btn-add-info"">Add Info</button>"
id,"<button type=""button"" class=""btn btn-light btn-ripple"" id=""btn-light-theme-toggle"">Toggle Light Theme</button>"
id,"<button type=""button"" class=""btn btn-dark btn-ripple"" id=""btn-dark-theme-toggle"">Toggle Dark Theme</button>"
id,"<button type=""button"" class=""btn btn-link btn-ripple"" id=""btn-contact"">Contact</button>"
id,"<button type=""button"" class=""btn btn-primary btn-ripple"" id=""btn-submit-request"">Submit Request</button>"
id,"<button type=""button"" class=""btn btn-secondary btn-ripple"" id=""btn-return"">Return</button>"
id,"<button type=""button"" class=""btn btn-success btn-ripple"" id=""btn-submit-feedback"">Submit Feedback</button>"
id,"<button type=""button"" class=""btn btn-danger btn-ripple"" id=""btn-discard"">Discard</button>"
id,"<button type=""button"" class=""btn btn-warning btn-ripple"" id=""btn-warning-action"">Warning Action</button>"
class,"<button type=""button"" class=""rebuy-button rebuy-cart__checkout-button block""><span><i class=""rebuy-button-icon prefix fas fa-lock"" aria-hidden=""true""></i> Checkout <i class=""""></i></span></button>"
class,"<button type=""button"" class=""rebuy-button rebuy-cart__buy-button block""><span><i class=""rebuy-button-icon prefix fas fa-shopping-cart"" aria-hidden=""true""></i> Buy Now <i class=""""></i></span></button>"
class,"<button type=""button"" class=""rebuy-button rebuy-cart__remove-button block""><span><i class=""rebuy-button-icon prefix fas fa-trash"" aria-hidden=""true""></i> Remove <i class=""""></i></span></button>"
class,"<button type=""button"" class=""rebuy-button rebuy-cart__add-to-wishlist-button block""><span><i class=""rebuy-button-icon prefix fas fa-heart"" aria-hidden=""true""></i> Add to Wishlist <i class=""""></i></span></button>"
class,"<button type=""button"" class=""rebuy-button rebuy-cart__view-details-button block""><span><i class=""rebuy-button-icon prefix fas fa-info-circle"" aria-hidden=""true""></i> View Details <i class=""""></i></span></button>"
class,"<button type=""button"" class=""rebuy-button rebuy-cart__apply-coupon-button block""><span><i class=""rebuy-button-icon prefix fas fa-tags"" aria-hidden=""true""></i> Apply Coupon <i class=""""></i></span></button>"
class,"<button type=""button"" class=""rebuy-button rebuy-cart__proceed-to-payment-button block""><span><i class=""rebuy-button-icon prefix fas fa-credit-card"" aria-hidden=""true""></i> Proceed to Payment <i class=""""></i></span></button>"
class,"<button type=""button"" class=""rebuy-button rebuy-cart__track-order-button block""><span><i class=""rebuy-button-icon prefix fas fa-truck"" aria-hidden=""true""></i> Track Order <i class=""""></i></span></button>"
class,"<button type=""button"" class=""rebuy-button rebuy-cart__update-quantity-button block""><span><i class=""rebuy-button-icon prefix fas fa-sync"" aria-hidden=""true""></i> Update Quantity <i class=""""></i></span></button>"
class,"<button type=""button"" class=""rebuy-button rebuy-cart__view-cart-button block""><span><i class=""rebuy-button-icon prefix fas fa-cart-plus"" aria-hidden=""true""></i> View Cart <i class=""""></i></span></button>"
class,"<button type=""button"" class=""rebuy-button rebuy-cart__checkout-button block""><span><i class=""rebuy-button-icon prefix fas fa-lock"" aria-hidden=""true""></i> Checkout <i class=""""></i></span></button>"
class,"<button type=""button"" class=""rebuy-button rebuy-cart__buy-button block""><span><i class=""rebuy-button-icon prefix fas fa-shopping-cart"" aria-hidden=""true""></i> Buy Now <i class=""""></i></span></button>"
class,"<button type=""button"" class=""rebuy-button rebuy-cart__remove-button block""><span><i class=""rebuy-button-icon prefix fas fa-trash"" aria-hidden=""true""></i> Remove <i class=""""></i></span></button>"
class,"<button type=""button"" class=""rebuy-button rebuy-cart__add-to-wishlist-button block""><span><i class=""rebuy-button-icon prefix fas fa-heart"" aria-hidden=""true""></i> Add to Wishlist <i class=""""></i></span></button>"
class,"<button type=""button"" class=""rebuy-button rebuy-cart__view-details-button block""><span><i class=""rebuy-button-icon prefix fas fa-info-circle"" aria-hidden=""true""></i> View Details <i class=""""></i></span></button>"
name,"<button type=""button"" name=""checkout-button""><span><i class=""rebuy-button-icon prefix fas fa-lock"" aria-hidden=""true""></i> Checkout <i class=""""></i></span></button>"
name,"<button type=""button"" name=""buy-now-button""><span><i class=""rebuy-button-icon prefix fas fa-shopping-cart"" aria-hidden=""true""></i> Buy Now <i class=""""></i></span></button>"
name,"<button type=""button"" name=""remove-button""><span><i class=""rebuy-button-icon prefix fas fa-trash"" aria-hidden=""true""></i> Remove <i class=""""></i></span></button>"
name,"<button type=""button"" name=""add-to-wishlist-button""><span><i class=""rebuy-button-icon prefix fas fa-heart"" aria-hidden=""true""></i> Add to Wishlist <i class=""""></i></span></button>"
name,"<button type=""button"" name=""view-details-button""><span><i class=""rebuy-button-icon prefix fas fa-info-circle"" aria-hidden=""true""></i> View Details <i class=""""></i></span></button>"
name,"<button type=""button"" name=""apply-coupon-button""><span><i class=""rebuy-button-icon prefix fas fa-tags"" aria-hidden=""true""></i> Apply Coupon <i class=""""></i></span></button>"
name,"<button type=""button"" name=""proceed-to-payment-button""><span><i class=""rebuy-button-icon prefix fas fa-credit-card"" aria-hidden=""true""></i> Proceed to Payment <i class=""""></i></span></button>"
name,"<button type=""button"" name=""track-order-button""><span><i class=""rebuy-button-icon prefix fas fa-truck"" aria-hidden=""true""></i> Track Order <i class=""""></i></span></button>"
name,"<button type=""button"" name=""update-quantity-button""><span><i class=""rebuy-button-icon prefix fas fa-sync"" aria-hidden=""true""></i> Update Quantity <i class=""""></i></span></button>"
name,"<button type=""button"" name=""view-cart-button""><span><i class=""rebuy-button-icon prefix fas fa-cart-plus"" aria-hidden=""true""></i> View Cart <i class=""""></i></span></button>"
name,"<button type=""button"" name=""checkout-button""><span><i class=""rebuy-button-icon prefix fas fa-lock"" aria-hidden=""true""></i> Checkout <i class=""""></i></span></button>"
name,"<button type=""button"" name=""buy-now-button""><span><i class=""rebuy-button-icon prefix fas fa-shopping-cart"" aria-hidden=""true""></i> Buy Now <i class=""""></i></span></button>"
name,"<button type=""button"" name=""remove-button""><span><i class=""rebuy-button-icon prefix fas fa-trash"" aria-hidden=""true""></i> Remove <i class=""""></i></span></button>"
name,"<button type=""button"" name=""add-to-wishlist-button""><span><i class=""rebuy-button-icon prefix fas fa-heart"" aria-hidden=""true""></i> Add to Wishlist <i class=""""></i></span></button>"
name,"<button type=""button"" name=""view-details-button""><span><i class=""rebuy-button-icon prefix fas fa-info-circle"" aria-hidden=""true""></i> View Details <i class=""""></i></span></button>"
name,"<button type=""button"" name=""apply-coupon-button""><span><i class=""rebuy-button-icon prefix fas fa-tags"" aria-hidden=""true""></i> Apply Coupon <i class=""""></i></span></button>"
name,"<button type=""button"" name=""proceed-to-payment-button""><span><i class=""rebuy-button-icon prefix fas fa-credit-card"" aria-hidden=""true""></i> Proceed to Payment <i class=""""></i></span></button>"
name,"<button type=""button"" name=""track-order-button""><span><i class=""rebuy-button-icon prefix fas fa-truck"" aria-hidden=""true""></i> Track Order <i class=""""></i></span></button>"
name,"<button type=""button"" name=""update-quantity-button""><span><i class=""rebuy-button-icon prefix fas fa-sync"" aria-hidden=""true""></i> Update Quantity <i class=""""></i></span></button>"
name,"<button type=""button"" name=""view-cart-button""><span><i class=""rebuy-button-icon prefix fas fa-cart-plus"" aria-hidden=""true""></i> View Cart <i class=""""></i></span></button>"
name,"<button type=""button"" name=""checkout-button""><span><i class=""rebuy-button-icon prefix fas fa-lock"" aria-hidden=""true""></i> Checkout <i class=""""></i></span></button>"
name,"<button type=""button"" name=""buy-now-button""><span><i class=""rebuy-button-icon prefix fas fa-shopping-cart"" aria-hidden=""true""></i> Buy Now <i class=""""></i></span></button>"
name,"<button type=""button"" name=""remove-button""><span><i class=""rebuy-button-icon prefix fas fa-trash"" aria-hidden=""true""></i> Remove <i class=""""></i></span></button>"
name,"<button type=""button"" name=""add-to-wishlist-button""><span><i class=""rebuy-button-icon prefix fas fa-heart"" aria-hidden=""true""></i> Add to Wishlist <i class=""""></i></span></button>"
name,"<button type=""button"" name=""view-details-button""><span><i class=""rebuy-button-icon prefix fas fa-info-circle"" aria-hidden=""true""></i> View Details <i class=""""></i></span></button>"
name,"<button type=""button"" name=""apply-coupon-button""><span><i class=""rebuy-button-icon prefix fas fa-tags"" aria-hidden=""true""></i> Apply Coupon <i class=""""></i></span></button>"
name,"<button type=""button"" name=""proceed-to-payment-button""><span><i class=""rebuy-button-icon prefix fas fa-credit-card"" aria-hidden=""true""></i> Proceed to Payment <i class=""""></i></span></button>"
name,"<button type=""button"" name=""track-order-button""><span><i class=""rebuy-button-icon prefix fas fa-truck"" aria-hidden=""true""></i> Track Order <i class=""""></i></span></button>"
name,"<button type=""button"" name=""update-quantity-button""><span><i class=""rebuy-button-icon prefix fas fa-sync"" aria-hidden=""true""></i> Update Quantity <i class=""""></i></span></button>"
name,"<button type=""button"" name=""view-cart-button""><span><i class=""rebuy-button-icon prefix fas fa-cart-plus"" aria-hidden=""true""></i> View Cart <i class=""""></i></span></button>"
name,"<button type=""button"" name=""checkout-button""><span><i class=""rebuy-button-icon prefix fas fa-lock"" aria-hidden=""true""></i> Checkout <i class=""""></i></span></button>"
name,"<button type=""button"" name=""buy-now-button""><span><i class=""rebuy-button-icon prefix fas fa-shopping-cart"" aria-hidden=""true""></i> Buy Now <i class=""""></i></span></button>"
name,"<button type=""button"" name=""remove-button""><span><i class=""rebuy-button-icon prefix fas fa-trash"" aria-hidden=""true""></i> Remove <i class=""""></i></span></button>"
name,"<button type=""button"" name=""add-to-wishlist-button""><span><i class=""rebuy-button-icon prefix fas fa-heart"" aria-hidden=""true""></i> Add to Wishlist <i class=""""></i></span></button>"
name,"<button type=""button"" name=""view-details-button""><span><i class=""rebuy-button-icon prefix fas fa-info-circle"" aria-hidden=""true""></i> View Details <i class=""""></i></span></button>"
name,"<button type=""button"" name=""apply-coupon-button""><span><i class=""rebuy-button-icon prefix fas fa-tags"" aria-hidden=""true""></i> Apply Coupon <i class=""""></i></span></button>"
name,"<button type=""button"" name=""proceed-to-payment-button""><span><i class=""rebuy-button-icon prefix fas fa-credit-card"" aria-hidden=""true""></i> Proceed to Payment <i class=""""></i></span></button>"
name,"<button type=""button"" name=""track-order-button""><span><i class=""rebuy-button-icon prefix fas fa-truck"" aria-hidden=""true""></i> Track Order <i class=""""></i></span></button>"
name,"<button type=""button"" name=""update-quantity-button""><span><i class=""rebuy-button-icon prefix fas fa-sync"" aria-hidden=""true""></i> Update Quantity <i class=""""></i></span></button>"
name,"<button type=""button"" name=""view-cart-button""><span><i class=""rebuy-button-icon prefix fas fa-cart-plus"" aria-hidden=""true""></i> View Cart <i class=""""></i></span></button>"
name,"<button type=""button"" name=""checkout-button""><span><i class=""rebuy-button-icon prefix fas fa-lock"" aria-hidden=""true""></i> Checkout <i class=""""></i></span></button>"
name,"<button type=""button"" name=""buy-now-button""><span><i class=""rebuy-button-icon prefix fas fa-shopping-cart"" aria-hidden=""true""></i> Buy Now <i class=""""></i></span></button>"
name,"<button type=""button"" name=""remove-button""><span><i class=""rebuy-button-icon prefix fas fa-trash"" aria-hidden=""true""></i> Remove <i class=""""></i></span></button>"
name,"<button type=""button"" name=""add-to-wishlist-button""><span><i class=""rebuy-button-icon prefix fas fa-heart"" aria-hidden=""true""></i> Add to Wishlist <i class=""""></i></span></button>"
